Date,BCB_Commercial_Exports_Total,BCB_Commercial_Exports_Advances_on_Contracts,BCB_Commercial_Exports_Payment_Advance,BCB_Commercial_Exports_Others,BCB_Commercial_Imports,BCB_Commercial_Balance,BCB_Financial_Purchases,BCB_Financial_Sales,BCB_Financial_Balance,BCB_Balance
12/22/2017, 1203,120,122,961,779,424,2832,3698,-867,-442
